Cell_Type,Pathway,t_stat,p_val,adj_p_val
B cells,HALLMARK_ANDROGEN_RESPONSE,-2.940875257745373,0.003293021456656506,0.008389863583838232
B cells,HALLMARK_ANGIOGENESIS,-0.373568416895299,0.7087466995702315,0.7798111419096492
B cells,HALLMARK_APICAL_JUNCTION,2.7951278309868526,0.0052144900776897336,0.012489796593268824
B cells,HALLMARK_APICAL_SURFACE,-0.4240421370621111,0.6715595755887666,0.7537489375006788
B cells,HALLMARK_APOPTOSIS,-5.108243099073752,3.414770952771222e-07,1.37970543546312e-06
B cells,HALLMARK_BILE_ACID_METABOLISM,5.264034334793507,1.4888848601263407e-07,6.203686917193087e-07
B cells,HALLMARK_CHOLESTEROL_HOMEOSTASIS,-1.4736362044984357,0.14066408749647788,0.23304377269208038
B cells,HALLMARK_COAGULATION,5.497694318799545,4.1062554215486113e-08,1.8455080546285893e-07
B cells,HALLMARK_COMPLEMENT,-7.154706307551819,1.0049838828476156e-12,6.813450053204174e-12
B cells,HALLMARK_DNA_REPAIR,-3.2509686651463165,0.001160365820707718,0.003315330916307766
B cells,HALLMARK_E2F_TARGETS,-5.324638596747675,1.0713327793159125e-07,4.5108748602775265e-07
B cells,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,4.616483125921314,4.034651284667286e-06,1.480605976024692e-05
B cells,HALLMARK_ESTROGEN_RESPONSE_EARLY,-4.86110398527498,1.2155046519187649e-06,4.630493912071485e-06
B cells,HALLMARK_ESTROGEN_RESPONSE_LATE,-0.21453688423787803,0.8301401534266373,0.873831740449092
B cells,HALLMARK_FATTY_ACID_METABOLISM,5.353040857023982,9.170999529351421e-08,3.9445159266027615e-07
B cells,HALLMARK_G2M_CHECKPOINT,-2.6096617437454506,0.009099456963325855,0.02056374454988894
B cells,HALLMARK_GLYCOLYSIS,-5.692116725575548,1.3515790150680838e-08,6.286414023572483e-08
B cells,HALLMARK_HEDGEHOG_SIGNALING,0.8944241063952626,0.37115282112379233,0.5015578663835032
B cells,HALLMARK_HEME_METABOLISM,-2.252559204942053,0.02434494662176066,0.05045584792074748
B cells,HALLMARK_HYPOXIA,-2.96779056041768,0.0030185853974467494,0.007739962557555768
B cells,HALLMARK_IL2_STAT5_SIGNALING,-0.5791953933540271,0.5624923706952728,0.6617557302297328
B cells,HALLMARK_IL6_JAK_STAT3_SIGNALING,0.29662211194968396,0.7667715688755631,0.824485557930713
B cells,HALLMARK_INFLAMMATORY_RESPONSE,-5.189076552052394,2.2261781840335282e-07,9.086441567483789e-07
B cells,HALLMARK_INTERFERON_ALPHA_RESPONSE,1.1994984358251406,0.23041050297748542,0.34588271386757763
B cells,HALLMARK_INTERFERON_GAMMA_RESPONSE,1.3778017868166996,0.16834728051625894,0.2672179055813634
B cells,HALLMARK_KRAS_SIGNALING_DN,3.9016006449070053,9.724669462344955e-05,0.0003087196654712684
B cells,HALLMARK_KRAS_SIGNALING_UP,-1.6224208418835926,0.10479791634628324,0.18305312898914103
B cells,HALLMARK_MITOTIC_SPINDLE,-1.1559744854439467,0.24776574885160563,0.36514953758829155
B cells,HALLMARK_MTORC1_SIGNALING,4.271521122799891,1.9899401659540447e-05,6.921531012014069e-05
B cells,HALLMARK_MYC_TARGETS_V1,5.697681525454423,1.308576715200063e-08,6.158008071529709e-08
B cells,HALLMARK_MYC_TARGETS_V2,-4.3119056542231915,1.660459527010994e-05,5.9302125964678354e-05
B cells,HALLMARK_MYOGENESIS,4.118045706533357,3.903929611984554e-05,0.00013346767904220697
B cells,HALLMARK_NOTCH_SIGNALING,-5.393149531124756,7.353923443246341e-08,3.232493821207183e-07
B cells,HALLMARK_OXIDATIVE_PHOSPHORYLATION,8.305520776197985,1.375034697507159e-16,1.195682345658399e-15
B cells,HALLMARK_P53_PATHWAY,2.3904760854862706,0.016875943709297164,0.03629235206300465
B cells,HALLMARK_PANCREAS_BETA_CELLS,5.61167364912146,2.149849817732147e-08,9.884366978078837e-08
B cells,HALLMARK_PEROXISOME,-3.0170999758595816,0.0025693155719379696,0.006717164893955476
B cells,HALLMARK_PI3K_AKT_MTOR_SIGNALING,-6.844569240620971,8.932591146517356e-12,5.7629620300111976e-11
B cells,HALLMARK_PROTEIN_SECRETION,1.2028071899818777,0.22912740757924682,0.3458526906856556
B cells,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.8343384835930622,0.4041437876832411,0.533523152057084
B cells,HALLMARK_SPERMATOGENESIS,4.567919347678116,5.085386671059531e-06,1.8492315167489202e-05
B cells,HALLMARK_TGF_BETA_SIGNALING,-0.5659821458365392,0.5714400195603208,0.6703108733845404
B cells,HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.5194771303991043,0.6034589295997128,0.6996625270721307
B cells,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,3.165287514708485,0.0015617950422015005,0.004368657460703498
B cells,HALLMARK_UV_RESPONSE_DN,-1.658596683558967,0.09728130418491096,0.1714208003258343
B cells,HALLMARK_UV_RESPONSE_UP,-0.6519318154602695,0.5144853923041393,0.6236186573383506
B cells,HALLMARK_WNT_BETA_CATENIN_SIGNALING,-6.7576288745349595,1.6213884580413502e-11,9.826596715402122e-11
B cells,HALLMARK_XENOBIOTIC_METABOLISM,4.054708961569581,5.1223614845214334e-05,0.00017074538281738113
ILC,HALLMARK_ADIPOGENESIS,0.4591917501191923,0.6462724621128655,0.7364928343166559
ILC,HALLMARK_ALLOGRAFT_REJECTION,0.47870106514269195,0.6323358482473836,0.7268228140774524
ILC,HALLMARK_ANDROGEN_RESPONSE,-1.0063064747831278,0.3146974155303688,0.43860266972873696
ILC,HALLMARK_ANGIOGENESIS,-1.2225413438268355,0.2220109127559358,0.33821322439438617
ILC,HALLMARK_APICAL_JUNCTION,0.7856617348300252,0.43239387056898226,0.5652207458418068
ILC,HALLMARK_APICAL_SURFACE,-2.05488561990006,0.04034768818278219,0.07872719645420916
ILC,HALLMARK_APOPTOSIS,-2.003281780091776,0.0456224684833311,0.08773551631409826
ILC,HALLMARK_BILE_ACID_METABOLISM,1.3950134354178265,0.1635579853588373,0.26166654061996425
ILC,HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.7140964379786632,0.4754614037203887,0.5980646587677845
ILC,HALLMARK_COAGULATION,0.8358138321129216,0.40361171526860184,0.533523152057084
ILC,HALLMARK_COMPLEMENT,-0.0575160555571788,0.9541543798953847,0.9662322834383642
ILC,HALLMARK_DNA_REPAIR,0.410190781820341,0.6818209463845973,0.7618111132788797
ILC,HALLMARK_E2F_TARGETS,-1.343321724707568,0.1797052156502402,0.2830003396066775
ILC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.6669006879750893,0.505106862159135,0.6159839782428477
ILC,HALLMARK_ESTROGEN_RESPONSE_EARLY,0.017928389209488613,0.9857022881808399,0.9906555660108944
ILC,HALLMARK_ESTROGEN_RESPONSE_LATE,0.27683134443899504,0.7820104996700639,0.8386171578231247
ILC,HALLMARK_FATTY_ACID_METABOLISM,-0.4335894033164967,0.6647515446499943,0.7537489375006788
ILC,HALLMARK_G2M_CHECKPOINT,-0.15012177623532919,0.8807219258365212,0.9126652081207474
ILC,HALLMARK_GLYCOLYSIS,-0.7202635930386198,0.47165952924636956,0.595153980121602
ILC,HALLMARK_HEDGEHOG_SIGNALING,-1.6803252822705894,0.0934448412346138,0.16612416219486897
ILC,HALLMARK_HEME_METABOLISM,-1.504761876891367,0.1329421310887593,0.22437490479115493
ILC,HALLMARK_HYPOXIA,-0.7826822048078901,0.43414051235272333,0.5656553906875874
ILC,HALLMARK_IL2_STAT5_SIGNALING,-2.3620170642424454,0.01851275857772858,0.03897422858469175
ILC,HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.42357648756292066,0.6720353351866846,0.7537489375006788
ILC,HALLMARK_INFLAMMATORY_RESPONSE,-4.108273406773722,4.574016700514281e-05,0.0001550514135767553
ILC,HALLMARK_INTERFERON_ALPHA_RESPONSE,0.7545061663848037,0.4508585923648406,0.5767682287990877
ILC,HALLMARK_INTERFERON_GAMMA_RESPONSE,2.445402637428579,0.014772155160100676,0.03211338078282756
ILC,HALLMARK_KRAS_SIGNALING_DN,0.9893636658608693,0.3229072531790207,0.4469304542270182
ILC,HALLMARK_KRAS_SIGNALING_UP,-2.623372116176701,0.00894073998204052,0.020319863595546637
ILC,HALLMARK_MITOTIC_SPINDLE,-1.6072589644651893,0.10855426240713126,0.1887900215776196
ILC,HALLMARK_MTORC1_SIGNALING,-0.2024442943045034,0.8396420219993916,0.8792063057585253
ILC,HALLMARK_MYC_TARGETS_V1,-0.11146082963154423,0.9112903699768258,0.9346567897198214
ILC,HALLMARK_MYC_TARGETS_V2,1.4512655285234215,0.14725896746114409,0.24240159252863222
ILC,HALLMARK_MYOGENESIS,1.0572167434027584,0.2908628969058363,0.4155184241511947
ILC,HALLMARK_NOTCH_SIGNALING,-1.878578845186995,0.060814855959796965,0.11314391806473854
ILC,HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.4641004997370447,0.6427538742302117,0.7345758562630991
ILC,HALLMARK_P53_PATHWAY,-1.155672995669794,0.24830168556003826,0.36514953758829155
ILC,HALLMARK_PANCREAS_BETA_CELLS,-0.1514559241799564,0.8796699480049892,0.9126652081207474
ILC,HALLMARK_PEROXISOME,-1.2876885225453782,0.19837972877748114,0.3063779595019014
ILC,HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.4749430440977204,0.6350104553014781,0.7278056794286282
ILC,HALLMARK_PROTEIN_SECRETION,1.011857553239652,0.3120377610580165,0.43641644903219096
ILC,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-1.174644599002973,0.2406300139143207,0.3578141470844918
ILC,HALLMARK_SPERMATOGENESIS,0.21753965556722332,0.8278660663578583,0.8737372732009059
ILC,HALLMARK_TGF_BETA_SIGNALING,-0.4307200925160924,0.6668355905798802,0.7537489375006788
ILC,HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.3302699675162789,0.7413179771788152,0.805780409976973
ILC,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.9694591772259392,0.33272949204544067,0.4589372304075044
ILC,HALLMARK_UV_RESPONSE_DN,0.695647818018918,0.48693442916127405,0.6067718743442667
ILC,HALLMARK_UV_RESPONSE_UP,-1.686318321164042,0.09228461055506289,0.16553293373105452
ILC,HALLMARK_WNT_BETA_CATENIN_SIGNALING,-1.259969444802208,0.2081987199125607,0.32030572294240106
ILC,HALLMARK_XENOBIOTIC_METABOLISM,-3.1530604450909063,0.001701125147115607,0.004692759026525812
Plasma cells,HALLMARK_ADIPOGENESIS,5.5171975460445575,3.865086526037529e-08,1.7568575118352403e-07
Plasma cells,HALLMARK_ALLOGRAFT_REJECTION,-3.254818753848725,0.0011524988831430063,0.003315330916307766
Plasma cells,HALLMARK_ANDROGEN_RESPONSE,-4.297243752103722,1.807528483319824e-05,6.342205204630962e-05
Plasma cells,HALLMARK_ANGIOGENESIS,0.7594556073786206,0.44766445665206,0.5767682287990877
Plasma cells,HALLMARK_APICAL_JUNCTION,-1.3513929706405017,0.17671370084985535,0.27938925035550255
Plasma cells,HALLMARK_APICAL_SURFACE,0.010948120342585146,0.9912658679362547,0.9916306491023748
Plasma cells,HALLMARK_APOPTOSIS,2.976776809676175,0.0029459297498547568,0.007602399354463888
Plasma cells,HALLMARK_BILE_ACID_METABOLISM,4.945265955683829,8.201159376369795e-07,3.1849162626678814e-06
Plasma cells,HALLMARK_CHOLESTEROL_HOMEOSTASIS,-1.986938564618143,0.047057662035653064,0.0896336419726725
Plasma cells,HALLMARK_COAGULATION,-0.523049948006902,0.6009941299207151,0.6988303836287385
Plasma cells,HALLMARK_COMPLEMENT,0.48367611055650284,0.6286656795621056,0.72468666231943
Plasma cells,HALLMARK_DNA_REPAIR,5.761139915379429,9.573611392474677e-09,4.613788622879363e-08
Plasma cells,HALLMARK_E2F_TARGETS,15.67045469803911,1.8749205177380584e-52,1.0713831529931762e-50
Plasma cells,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.07767349735504048,0.9380951028129456,0.9523808150385235
Plasma cells,HALLMARK_ESTROGEN_RESPONSE_EARLY,6.41068410971299,1.7801374536198307e-10,1.0471396785999004e-09
Plasma cells,HALLMARK_ESTROGEN_RESPONSE_LATE,7.18943692299562,8.975757481649268e-13,6.19017757355122e-12
Plasma cells,HALLMARK_FATTY_ACID_METABOLISM,6.902556505292473,6.721726223669068e-12,4.40768932699611e-11
Plasma cells,HALLMARK_G2M_CHECKPOINT,16.297123915641993,2.3745277389939217e-56,1.5830184926626144e-54
Plasma cells,HALLMARK_GLYCOLYSIS,-0.8195702463836514,0.4125532246845087,0.5410534094223065
Plasma cells,HALLMARK_HEDGEHOG_SIGNALING,0.11914817975099805,0.9051692440628538,0.9327158325432388
Plasma cells,HALLMARK_HEME_METABOLISM,-2.5634816119959187,0.010431203180696885,0.023440906024037943
Plasma cells,HALLMARK_HYPOXIA,-1.495349669353886,0.13497197412338677,0.22684365398888534
Plasma cells,HALLMARK_IL2_STAT5_SIGNALING,3.7588975086054206,0.00017527704724960876,0.0005434947201538256
Plasma cells,HALLMARK_IL6_JAK_STAT3_SIGNALING,2.928307022657595,0.003444461455501597,0.008720155583548347
Plasma cells,HALLMARK_INFLAMMATORY_RESPONSE,-0.2603796470125595,0.7945962156990459,0.8477173108663899
Plasma cells,HALLMARK_INTERFERON_ALPHA_RESPONSE,3.836245841704257,0.0001285787385476339,0.0004049724048744375
Plasma cells,HALLMARK_INTERFERON_GAMMA_RESPONSE,2.766639513147477,0.005712858601018263,0.013602044288138722
Plasma cells,HALLMARK_KRAS_SIGNALING_DN,0.6968290804899342,0.4859861271389766,0.6067718743442667
Plasma cells,HALLMARK_KRAS_SIGNALING_UP,-1.8267065467378854,0.06788438555283814,0.12455850560153786
Plasma cells,HALLMARK_MITOTIC_SPINDLE,3.6388579862250032,0.0002803951287612368,0.0008370003843619009
Plasma cells,HALLMARK_MTORC1_SIGNALING,6.032399366308051,1.9009084058527492e-09,9.504542029263745e-09
Plasma cells,HALLMARK_MYC_TARGETS_V1,11.535833076466814,6.655676969744797e-30,9.180244096199721e-29
Plasma cells,HALLMARK_MYC_TARGETS_V2,1.7320076026086888,0.08341759517452689,0.15166835486277616
Plasma cells,HALLMARK_MYOGENESIS,-3.989150507406968,6.855975042093057e-05,0.00022478606695387074
Plasma cells,HALLMARK_NOTCH_SIGNALING,-1.988151817299232,0.046923252695805495,0.0896336419726725
Plasma cells,HALLMARK_OXIDATIVE_PHOSPHORYLATION,7.272063587674546,4.956480565132359e-13,3.5403432608088273e-12
Plasma cells,HALLMARK_P53_PATHWAY,-2.175002030568542,0.029740107310824708,0.060081024870352946
Plasma cells,HALLMARK_PANCREAS_BETA_CELLS,2.8067038544867584,0.005050851449835228,0.012170726385145129
Plasma cells,HALLMARK_PEROXISOME,1.3915792970094607,0.16419575423902755,0.26166654061996425
Plasma cells,HALLMARK_PI3K_AKT_MTOR_SIGNALING,-1.220594694305933,0.2223751950393089,0.33821322439438617
Plasma cells,HALLMARK_PROTEIN_SECRETION,-0.9660907307436407,0.33410892190267283,0.4592562500380382
Plasma cells,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,3.1010077633506334,0.001953998296959769,0.005281076478269646
Plasma cells,HALLMARK_SPERMATOGENESIS,8.141930625189952,6.5612648050267885e-16,5.584055153214288e-15
Plasma cells,HALLMARK_TGF_BETA_SIGNALING,-6.348092865820459,2.6582353405852164e-10,1.5189916231915522e-09
Plasma cells,HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.39943357917836136,0.6896139716910394,0.7683721133047794
Plasma cells,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.7388253675016029,0.4600947942180972,0.5842473577372663
Plasma cells,HALLMARK_UV_RESPONSE_DN,-0.8718794620721075,0.3833728204515495,0.5145943898678517
Plasma cells,HALLMARK_UV_RESPONSE_UP,4.508119626444018,6.8968704475470605e-06,2.4853587198367784e-05
Plasma cells,HALLMARK_WNT_BETA_CATENIN_SIGNALING,-3.9708842659340267,7.39930372149545e-05,0.00023962981124951477
Plasma cells,HALLMARK_XENOBIOTIC_METABOLISM,1.680484579210753,0.09301032139094913,0.16608985962669484
